Age,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department_Research & Development,Department_Sales,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MonthlyIncome_log
38,No,Travel_Rarely,770,10,4,Marketing,1,1119,3,1,73,2,3,3,Divorced,8740.0,5569,0,Y,1,14,3,2,80,2,9,2,3,8,7,2,7,False,True,False,False,False,False,False,False,True,False,9.075779878580487
29,No,Travel_Rarely,1107,28,4,Life Sciences,1,1120,3,0,93,3,1,4,Divorced,2514.0,26968,4,Y,0,22,4,1,80,1,11,1,3,7,5,1,7,True,False,False,False,False,False,False,True,False,False,7.83002808253384
28,No,Travel_Rarely,950,3,3,Medical,1,1121,4,0,93,3,3,2,Divorced,7655.0,8039,0,Y,0,17,3,2,80,3,10,3,2,9,7,1,7,True,False,False,False,False,True,False,False,False,False,8.94324493313279
46,No,Travel_Rarely,406,3,1,Marketing,1,1124,1,1,52,3,4,3,Married,17465.0,15596,3,Y,0,12,3,4,80,1,23,3,3,12,9,4,9,False,True,False,False,True,False,False,False,False,False,9.768011412973678
38,No,Travel_Rarely,130,2,2,Marketing,1,1125,4,1,32,3,3,2,Single,7351.0,20619,7,Y,0,16,3,3,80,0,10,2,3,1,0,0,0,False,True,False,False,False,False,False,False,True,False,8.902727664035522
43,No,Travel_Frequently,1082,27,3,Life Sciences,1,1126,3,0,83,3,3,1,Married,10820.0,11535,8,Y,0,11,3,3,80,1,18,1,3,8,7,0,1,True,False,False,False,False,True,False,False,False,False,9.289243969571649
39,Yes,Travel_Frequently,203,2,3,Life Sciences,1,1127,1,1,84,3,4,4,Divorced,12169.0,13547,7,Y,0,11,3,4,80,3,21,4,3,18,7,11,5,True,False,False,False,False,False,False,False,False,False,9.406729185981574
40,No,Travel_Rarely,1308,14,3,Medical,1,1128,3,1,44,2,5,3,Single,19626.0,17544,1,Y,0,14,3,1,80,0,21,2,4,20,7,4,9,True,False,False,False,False,False,True,False,False,False,9.88466144828608
21,No,Travel_Rarely,984,1,1,Technical Degree,1,1131,4,0,70,2,1,2,Single,2070.0,25326,1,Y,1,11,3,3,80,0,2,6,4,2,2,2,2,True,False,False,False,False,False,False,True,False,False,7.635786861395585
39,No,Non-Travel,439,9,3,Life Sciences,1,1132,3,1,70,3,2,2,Single,6782.0,8770,9,Y,0,15,3,3,80,0,9,2,2,5,4,0,3,True,False,False,True,False,False,False,False,False,False,8.82217476094608
36,No,Non-Travel,217,18,4,Life Sciences,1,1133,1,1,78,3,2,4,Single,7779.0,23238,2,Y,0,20,4,1,80,0,18,0,3,11,9,0,9,True,False,False,False,False,True,False,False,False,False,8.959311617172437
31,No,Travel_Frequently,793,20,3,Life Sciences,1,1135,3,1,67,4,1,4,Married,2791.0,21981,0,Y,0,12,3,1,80,1,3,4,3,2,2,2,2,False,True,False,False,False,False,False,False,False,True,7.934513463882263
28,No,Travel_Rarely,1451,2,1,Life Sciences,1,1136,1,1,67,2,1,2,Married,3201.0,19911,0,Y,0,17,3,1,80,0,6,2,1,5,3,0,4,True,False,False,False,False,False,False,True,False,False,8.07153089355666
35,No,Travel_Frequently,1182,11,2,Marketing,1,1137,4,1,54,3,2,4,Divorced,4968.0,18500,1,Y,0,11,3,4,80,1,5,3,3,5,2,0,2,False,True,False,False,False,False,False,False,True,False,8.51097389160232
49,No,Travel_Rarely,174,8,4,Technical Degree,1,1138,4,1,56,2,4,2,Married,13120.0,11879,6,Y,0,17,3,2,80,1,22,3,3,9,8,2,3,False,True,False,False,False,False,False,False,True,False,9.481969279105716
34,No,Travel_Frequently,1003,2,2,Life Sciences,1,1140,4,1,95,3,2,3,Single,4033.0,15834,2,Y,0,11,3,4,80,0,5,3,2,3,2,0,2,True,False,False,False,False,True,False,False,False,False,8.302513718514158
29,No,Travel_Frequently,490,10,3,Life Sciences,1,1143,4,0,61,3,1,2,Divorced,3291.0,17940,0,Y,0,14,3,4,80,2,8,2,2,7,5,1,1,True,False,False,False,False,False,False,True,False,False,8.09925056179696
42,No,Travel_Rarely,188,29,3,Medical,1,1148,2,1,56,1,2,4,Single,4272.0,9558,4,Y,0,19,3,1,80,0,16,3,3,1,0,0,0,True,False,False,True,False,False,False,False,False,False,8.360071435644025
29,No,Travel_Rarely,718,8,1,Medical,1,1150,2,1,79,2,2,4,Married,5056.0,17689,1,Y,1,15,3,3,80,1,10,2,2,10,7,1,2,True,False,False,False,False,True,False,False,False,False,8.528528701079983
38,No,Travel_Rarely,433,1,3,Human Resources,1,1152,3,1,37,4,1,3,Married,2844.0,6004,1,Y,0,13,3,4,80,1,7,2,4,7,6,5,0,False,False,True,False,False,False,False,False,False,False,7.953318346560431
28,No,Travel_Frequently,773,6,3,Life Sciences,1,1154,3,1,39,2,1,3,Divorced,2703.0,22088,1,Y,1,14,3,4,80,1,3,2,3,3,1,0,2,True,False,False,False,False,False,False,True,False,False,7.902487437162855
18,Yes,Non-Travel,247,8,1,Medical,1,1156,3,1,80,3,1,3,Single,1904.0,13556,1,Y,0,12,3,4,80,0,0,0,3,0,0,0,0,True,False,False,True,False,False,False,False,False,False,7.552237287560802
33,Yes,Travel_Rarely,603,9,4,Marketing,1,1157,1,0,77,3,2,1,Single,8224.0,18385,0,Y,1,17,3,1,80,0,6,3,3,5,2,0,3,False,True,False,False,False,False,False,False,True,False,9.014933575633572
41,No,Travel_Rarely,167,12,4,Life Sciences,1,1158,2,1,46,3,1,4,Married,4766.0,9051,3,Y,1,11,3,1,80,1,6,4,3,1,0,0,0,True,False,False,True,False,False,False,False,False,False,8.469472455204826
31,Yes,Travel_Frequently,874,15,3,Medical,1,1160,3,1,72,3,1,3,Married,2610.0,6233,1,Y,0,12,3,3,80,1,2,5,2,2,2,2,2,True,False,False,True,False,False,False,False,False,False,7.8674885686991285
37,No,Travel_Rarely,367,25,2,Medical,1,1161,3,0,52,2,2,4,Divorced,5731.0,17171,7,Y,0,13,3,3,80,2,9,2,3,6,2,1,3,True,False,False,False,False,False,False,False,False,False,8.653819788948063
27,No,Travel_Rarely,199,6,3,Life Sciences,1,1162,4,1,55,2,1,3,Married,2539.0,7950,1,Y,0,13,3,3,80,1,4,0,3,4,2,2,2,True,False,False,False,False,False,False,True,False,False,7.8399193600125825
34,No,Travel_Rarely,1400,9,1,Life Sciences,1,1163,2,0,70,3,2,3,Married,5714.0,5829,1,Y,0,20,4,1,80,0,6,3,2,6,5,1,3,False,True,False,False,False,False,False,False,True,False,8.65084957622891
35,No,Travel_Rarely,528,8,4,Technical Degree,1,1164,3,1,100,3,1,3,Single,4323.0,7108,1,Y,0,17,3,2,80,0,6,2,1,5,4,1,4,False,False,True,False,False,False,False,False,False,False,8.371936178759098
29,Yes,Travel_Rarely,408,23,1,Life Sciences,1,1165,4,0,45,2,3,1,Married,7336.0,11162,1,Y,0,13,3,1,80,1,11,3,1,11,8,3,10,False,True,False,False,False,False,False,False,True,False,8.900685318713995
40,No,Travel_Frequently,593,9,4,Medical,1,1166,2,0,88,3,3,3,Single,13499.0,13782,9,Y,0,17,3,3,80,0,20,3,2,18,7,2,13,True,False,False,False,False,False,True,False,False,False,9.51044496442652
42,Yes,Travel_Frequently,481,12,3,Life Sciences,1,1167,3,1,44,3,4,1,Single,13758.0,2447,0,Y,1,12,3,2,80,0,22,2,2,21,9,13,14,False,True,False,False,False,False,False,False,True,False,9.529448434427817
42,No,Travel_Rarely,647,4,4,Marketing,1,1171,2,1,45,3,2,1,Single,5155.0,2253,7,Y,0,13,3,4,80,0,9,3,4,6,4,1,5,False,True,False,False,False,False,False,False,True,False,8.547916364059079
35,No,Travel_Rarely,982,1,4,Medical,1,1172,4,1,58,2,1,3,Married,2258.0,16340,6,Y,0,12,3,2,80,1,10,2,3,8,0,1,7,True,False,False,True,False,False,False,False,False,False,7.7226775164680035
24,No,Travel_Rarely,477,24,3,Medical,1,1173,4,1,49,3,1,2,Single,3597.0,6409,8,Y,0,22,4,4,80,0,6,2,3,4,3,1,2,True,False,False,True,False,False,False,False,False,False,8.188133414510478
28,Yes,Travel_Rarely,1485,12,1,Life Sciences,1,1175,3,0,79,3,1,4,Married,2515.0,22955,1,Y,1,11,3,4,80,0,1,4,2,1,1,0,0,True,False,False,True,False,False,False,False,False,False,7.830425617820331
26,No,Travel_Rarely,1384,3,4,Medical,1,1177,1,1,82,4,1,4,Married,4420.0,13421,1,Y,0,22,4,2,80,1,8,2,3,8,7,0,7,True,False,False,True,False,False,False,False,False,False,8.394121193826242
30,No,Travel_Rarely,852,10,3,Marketing,1,1179,3,1,72,2,2,3,Married,6578.0,2706,1,Y,0,18,3,1,80,1,10,3,3,10,3,1,4,False,True,False,False,False,False,False,False,True,False,8.791638037085997
40,No,Travel_Frequently,902,26,2,Medical,1,1180,3,0,92,2,2,4,Married,4422.0,21203,3,Y,1,13,3,4,80,1,16,3,1,1,1,0,0,True,False,False,False,False,False,False,True,False,False,8.394573477868327
35,No,Travel_Rarely,819,2,3,Life Sciences,1,1182,3,1,44,2,3,2,Divorced,10274.0,19588,2,Y,0,18,3,2,80,1,15,2,4,7,7,6,4,True,False,False,False,False,True,False,False,False,False,9.237469039364436
34,No,Travel_Frequently,669,1,3,Medical,1,1184,4,1,97,2,2,1,Single,5343.0,25755,0,Y,0,20,4,3,80,0,14,3,3,13,9,4,9,True,False,False,False,False,False,False,False,False,False,8.583729715216482
35,No,Travel_Frequently,636,4,4,Other,1,1185,4,1,47,2,1,4,Married,2376.0,26537,1,Y,0,13,3,2,80,1,2,2,4,2,2,2,2,True,False,False,True,False,False,False,False,False,False,7.773594467360194
43,Yes,Travel_Rarely,1372,9,3,Marketing,1,1188,1,0,85,1,2,3,Single,5346.0,9489,8,Y,0,13,3,2,80,0,7,2,2,4,3,1,3,False,True,False,False,False,False,False,False,True,False,8.584290934948731
32,No,Non-Travel,862,2,1,Life Sciences,1,1190,3,0,76,3,1,1,Divorced,2827.0,14947,1,Y,0,12,3,3,80,3,1,3,3,1,0,0,0,False,True,False,False,False,False,False,False,False,True,7.947325027016463
56,No,Travel_Rarely,718,4,4,Technical Degree,1,1191,4,0,92,3,5,1,Divorced,19626.31,18575,4,Y,0,13,3,4,80,1,28,2,3,5,2,4,2,True,False,False,False,True,False,False,False,False,False,9.884677242730053
29,No,Travel_Rarely,1401,6,1,Medical,1,1192,2,0,54,3,1,4,Married,3131.0,26342,1,Y,0,13,3,1,80,1,10,5,3,10,8,0,8,True,False,False,True,False,False,False,False,False,False,8.049427057110695
19,No,Travel_Rarely,645,9,2,Life Sciences,1,1193,3,1,54,3,1,1,Single,2552.0,7172,1,Y,0,25,4,3,80,0,1,4,3,1,1,0,0,True,False,False,False,False,False,False,True,False,False,7.845024417241484
45,No,Travel_Rarely,1457,7,3,Medical,1,1195,1,0,83,3,1,3,Married,4477.0,20100,4,Y,1,19,3,3,80,1,7,2,2,3,2,0,2,True,False,False,False,False,False,False,True,False,False,8.4069317971587
37,No,Travel_Rarely,977,1,3,Life Sciences,1,1196,4,0,56,2,2,4,Married,6474.0,9961,1,Y,0,13,3,2,80,1,14,2,2,14,8,3,11,True,False,False,False,False,True,False,False,False,False,8.775703886567738
20,No,Travel_Rarely,805,3,3,Life Sciences,1,1198,1,1,87,2,1,3,Single,3033.0,12828,1,Y,0,12,3,1,80,0,2,2,2,2,2,1,2,True,False,False,True,False,False,False,False,False,False,8.017637159908478
44,Yes,Travel_Rarely,1097,10,4,Life Sciences,1,1200,3,1,96,3,1,3,Single,2936.0,10826,1,Y,1,11,3,3,80,0,6,4,3,6,4,0,2,True,False,False,False,False,False,False,True,False,False,7.98514393119862
53,No,Travel_Rarely,1223,7,2,Medical,1,1201,4,0,50,3,5,3,Divorced,18606.0,18640,3,Y,0,18,3,2,80,1,26,6,3,7,7,4,7,True,False,False,False,True,False,False,False,False,False,9.831293132987641
29,No,Travel_Rarely,942,15,1,Life Sciences,1,1202,2,0,69,1,1,4,Married,2168.0,26933,0,Y,1,18,3,1,80,1,6,2,2,5,4,1,3,True,False,False,False,False,False,False,True,False,False,7.682021510826875
22,Yes,Travel_Frequently,1256,3,4,Life Sciences,1,1203,3,1,48,2,1,4,Married,2853.0,4223,0,Y,1,11,3,2,80,1,1,5,3,0,0,0,0,True,False,False,False,False,False,False,True,False,False,7.956476798036782
46,No,Travel_Rarely,1402,2,3,Marketing,1,1204,3,0,69,3,4,1,Married,17048.0,24097,8,Y,0,23,4,1,80,0,28,2,3,26,15,15,9,False,True,False,False,True,False,False,False,False,False,9.74384682996523
44,No,Non-Travel,111,17,3,Life Sciences,1,1206,4,1,74,1,1,3,Single,2290.0,4279,2,Y,0,13,3,4,80,0,6,3,3,0,0,0,0,True,False,False,False,False,False,False,True,False,False,7.736743682453495
33,No,Travel_Rarely,147,2,3,Human Resources,1,1207,2,1,99,3,1,3,Married,3600.0,8429,1,Y,0,13,3,4,80,1,5,2,3,5,4,1,4,False,False,True,False,False,False,False,False,False,False,8.188966863648876
41,Yes,Non-Travel,906,5,2,Life Sciences,1,1210,1,1,95,2,1,1,Divorced,2107.0,20293,6,Y,0,17,3,1,80,1,5,2,1,1,0,0,0,True,False,False,False,False,False,False,True,False,False,7.653494909661253
30,No,Travel_Rarely,1329,29,4,Life Sciences,1,1211,3,1,61,3,2,1,Divorced,4115.0,13192,8,Y,0,19,3,3,80,3,8,3,3,4,3,0,3,False,True,False,False,False,False,False,False,True,False,8.32263709695394
40,No,Travel_Frequently,1184,2,4,Medical,1,1212,2,1,62,3,2,2,Married,4327.0,25440,5,Y,0,12,3,4,80,3,5,2,3,0,0,0,0,False,True,False,False,False,False,False,False,True,False,8.372860820526318
50,No,Travel_Frequently,1421,2,3,Medical,1,1215,4,0,30,3,4,1,Married,17856.0,9490,2,Y,0,22,4,3,80,1,32,3,3,2,2,2,2,True,False,False,False,True,False,False,False,False,False,9.790150867197125
28,No,Travel_Rarely,1179,19,4,Medical,1,1216,4,1,78,2,1,1,Married,3196.0,12449,1,Y,0,12,3,3,80,3,6,2,3,6,5,3,3,True,False,False,True,False,False,False,False,False,False,8.069968149059841
46,No,Travel_Rarely,1450,15,2,Life Sciences,1,1217,4,1,52,3,5,2,Married,19081.0,10849,5,Y,0,11,3,1,80,1,25,2,3,4,2,0,3,True,False,False,False,False,False,True,False,False,False,9.856500761311791
35,No,Travel_Rarely,1361,17,4,Life Sciences,1,1218,3,1,94,3,2,1,Married,8966.0,21026,3,Y,1,15,3,4,80,3,15,2,3,7,7,1,7,False,True,False,False,False,False,False,False,True,False,9.101306450952048
24,Yes,Travel_Rarely,984,17,2,Life Sciences,1,1219,4,0,97,3,1,2,Married,2210.0,3372,1,Y,0,13,3,1,80,1,1,3,1,1,0,0,0,True,False,False,True,False,False,False,False,False,False,7.701200180857446
33,No,Travel_Frequently,1146,25,3,Medical,1,1220,2,0,82,3,2,3,Married,4539.0,4905,1,Y,0,12,3,1,80,1,10,3,2,10,7,0,1,False,True,False,False,False,False,False,False,True,False,8.420682291035394
36,No,Travel_Rarely,917,6,4,Life Sciences,1,1221,3,1,60,1,1,3,Divorced,2741.0,6865,1,Y,0,14,3,3,80,1,7,4,3,7,7,1,7,True,False,False,True,False,False,False,False,False,False,7.91644286012226
30,No,Travel_Rarely,853,7,4,Life Sciences,1,1224,3,1,49,3,2,3,Divorced,3491.0,11309,1,Y,0,13,3,1,80,3,10,4,2,10,7,8,9,True,False,False,True,False,False,False,False,False,False,8.158229916959494
44,No,Travel_Rarely,200,29,4,Other,1,1225,4,1,32,3,2,4,Single,4541.0,7744,1,Y,0,25,4,2,80,0,20,3,3,20,11,13,17,True,False,False,False,False,False,False,True,False,False,8.421122722665503
20,No,Travel_Rarely,654,21,3,Marketing,1,1226,3,1,43,4,1,4,Single,2678.0,5050,1,Y,0,17,3,4,80,0,2,2,3,2,1,2,2,False,True,False,False,False,False,False,False,False,True,7.893198869544609
46,No,Travel_Rarely,150,2,4,Technical Degree,1,1228,4,1,60,3,2,4,Divorced,7379.0,17433,2,Y,0,11,3,3,80,1,12,3,2,6,3,1,4,True,False,False,False,False,True,False,False,False,False,8.906528917594517
42,No,Non-Travel,179,2,5,Medical,1,1231,4,1,79,4,2,1,Married,6272.0,12858,7,Y,0,16,3,1,80,1,10,3,4,4,3,0,3,False,False,True,False,False,False,False,False,False,False,8.744009988096744
60,No,Travel_Rarely,696,7,4,Marketing,1,1233,2,1,52,4,2,4,Divorced,5220.0,10893,0,Y,1,18,3,2,80,1,12,3,3,11,7,1,9,False,True,False,False,False,False,False,False,True,False,8.560444233410552
32,No,Travel_Frequently,116,13,3,Other,1,1234,3,0,77,2,1,2,Married,2743.0,7331,1,Y,0,20,4,3,80,1,2,2,3,2,2,2,2,True,False,False,True,False,False,False,False,False,False,7.917171988845776
32,No,Travel_Frequently,1316,2,2,Life Sciences,1,1235,4,0,38,3,2,3,Single,4998.0,2338,4,Y,1,14,3,4,80,0,10,2,3,8,7,0,7,True,False,False,False,False,False,False,True,False,False,8.51699317141357
36,No,Travel_Rarely,363,1,3,Technical Degree,1,1237,3,0,77,1,3,1,Divorced,10252.0,4235,2,Y,1,21,4,3,80,1,17,2,3,7,7,7,7,True,False,False,False,False,True,False,False,False,False,9.235325624670091
33,No,Travel_Rarely,117,9,3,Medical,1,1238,1,1,60,3,1,4,Married,2781.0,6311,0,Y,0,13,3,2,80,1,15,5,3,14,10,4,10,True,False,False,False,False,False,False,True,False,False,7.930925372483388
40,No,Travel_Rarely,107,10,3,Technical Degree,1,1239,2,0,84,2,2,2,Divorced,6852.0,11591,7,Y,0,12,3,2,80,1,7,2,4,5,1,1,3,False,True,False,False,False,False,False,False,True,False,8.832441791585824
25,No,Travel_Rarely,1356,10,4,Life Sciences,1,1240,3,1,57,3,2,4,Single,4950.0,20623,0,Y,0,14,3,2,80,0,5,4,3,4,3,1,1,False,True,False,False,False,False,False,False,True,False,8.507344855361422
30,No,Travel_Rarely,1465,1,3,Medical,1,1241,4,1,63,3,1,2,Married,3579.0,9369,0,Y,1,21,4,1,80,1,12,2,3,11,9,5,7,True,False,False,False,False,False,False,True,False,False,8.183118079394745
42,No,Travel_Frequently,458,26,5,Medical,1,1242,1,0,60,3,3,1,Married,13191.0,23281,3,Y,1,17,3,3,80,0,20,6,3,1,0,0,0,True,False,False,False,False,False,True,False,False,False,9.487365864239434
35,No,Non-Travel,1212,8,2,Marketing,1,1243,3,0,78,2,3,4,Married,10377.0,13755,4,Y,1,11,3,2,80,1,16,6,2,13,2,4,12,False,True,False,False,False,False,False,False,True,False,9.247443459927686
27,No,Travel_Rarely,1103,14,3,Life Sciences,1,1244,1,1,42,3,1,1,Married,2235.0,14377,1,Y,1,14,3,4,80,2,9,3,2,9,7,6,8,True,False,False,False,False,False,False,True,False,False,7.71244383427499
54,No,Travel_Frequently,966,1,4,Life Sciences,1,1245,4,0,53,3,3,3,Divorced,10502.0,9659,7,Y,0,17,3,1,80,1,33,2,1,5,4,1,4,True,False,False,False,False,True,False,False,False,False,9.259416209622776
44,No,Travel_Rarely,1117,2,1,Life Sciences,1,1246,1,0,72,4,1,4,Married,2011.0,19982,1,Y,0,13,3,4,80,1,10,5,3,10,5,7,7,True,False,False,False,False,False,False,True,False,False,7.60688453121963
19,Yes,Non-Travel,504,10,3,Medical,1,1248,1,0,96,2,1,2,Single,1859.0,6148,1,Y,1,25,4,2,80,0,1,2,4,1,1,0,0,True,False,False,False,False,False,False,True,False,False,7.528331766707247
29,No,Travel_Rarely,1010,1,3,Life Sciences,1,1249,1,0,97,3,1,4,Divorced,3760.0,5598,1,Y,0,15,3,1,80,3,3,5,3,3,2,1,2,True,False,False,False,False,False,False,True,False,False,8.232440158470336
54,No,Travel_Rarely,685,3,3,Life Sciences,1,1250,4,1,85,3,4,4,Married,17779.0,23474,3,Y,0,14,3,1,80,0,36,2,3,10,9,0,9,True,False,False,False,False,False,True,False,False,False,9.785829509067895
31,No,Travel_Rarely,1332,11,2,Medical,1,1251,3,1,80,3,2,1,Married,6833.0,17089,1,Y,1,12,3,4,80,0,6,2,2,6,5,0,1,True,False,False,False,False,False,False,False,False,False,8.829665432675236
31,No,Travel_Rarely,1062,24,3,Medical,1,1252,3,0,96,2,2,1,Single,6812.0,17198,1,Y,0,19,3,2,80,0,10,2,3,10,9,1,8,True,False,False,False,False,False,False,False,False,False,8.826587830773668
59,No,Travel_Rarely,326,3,3,Life Sciences,1,1254,3,0,48,2,2,4,Single,5171.0,16490,5,Y,0,17,3,4,80,0,13,2,3,6,1,0,5,False,True,False,False,False,False,False,False,True,False,8.551014739891748
43,No,Travel_Rarely,920,3,3,Life Sciences,1,1255,3,1,96,1,5,4,Married,19626.31,18625,3,Y,0,14,3,2,80,1,25,2,3,8,7,0,7,True,False,False,False,False,False,True,False,False,False,9.884677242730053
49,No,Travel_Rarely,1098,4,2,Medical,1,1256,1,1,85,2,5,3,Married,18711.0,12124,2,Y,0,13,3,3,80,1,23,2,4,1,0,0,0,True,False,False,False,True,False,False,False,False,False,9.836920308264014
36,No,Travel_Frequently,469,3,3,Technical Degree,1,1257,3,1,46,3,1,2,Married,3692.0,9256,1,Y,0,12,3,3,80,0,12,2,2,11,10,0,7,True,False,False,False,False,False,False,True,False,False,8.214194414852564
48,No,Travel_Rarely,969,2,2,Technical Degree,1,1258,4,1,76,4,1,2,Single,2559.0,16620,5,Y,0,11,3,3,80,0,7,4,2,1,0,0,0,True,False,False,True,False,False,False,False,False,False,7.847762537473608
27,No,Travel_Rarely,1167,4,2,Life Sciences,1,1259,1,1,76,3,1,3,Divorced,2517.0,3208,1,Y,0,11,3,2,80,3,5,2,3,5,3,0,3,True,False,False,False,False,False,False,True,False,False,7.831220214604293
29,No,Travel_Rarely,1329,7,3,Life Sciences,1,1260,3,1,82,3,2,4,Divorced,6623.0,4204,1,Y,1,11,3,2,80,2,6,2,3,6,0,1,0,True,False,False,False,False,False,False,False,False,False,8.798454696065095
48,No,Travel_Rarely,715,1,3,Life Sciences,1,1263,4,1,76,2,5,4,Single,18265.0,8733,6,Y,0,12,3,3,80,0,25,3,4,1,0,0,0,True,False,False,False,False,False,True,False,False,False,9.812796687251625
29,No,Travel_Rarely,694,1,3,Life Sciences,1,1264,4,0,87,2,4,4,Divorced,16124.0,3423,3,Y,0,14,3,2,80,2,9,2,2,7,7,1,7,True,False,False,False,False,False,True,False,False,False,9.688126141663973
34,No,Travel_Rarely,1320,20,3,Technical Degree,1,1265,3,0,89,4,1,3,Married,2585.0,21643,0,Y,0,17,3,4,80,0,2,5,2,1,0,0,0,True,False,False,False,False,False,False,True,False,False,7.857867559331803
44,No,Travel_Rarely,1099,5,3,Marketing,1,1267,2,1,88,3,5,2,Married,18213.0,8751,7,Y,0,11,3,3,80,1,26,5,3,22,9,3,10,False,True,False,False,True,False,False,False,False,False,9.809945808127765
33,No,Travel_Rarely,536,10,5,Marketing,1,1268,4,1,82,4,3,3,Divorced,8380.0,21708,0,Y,1,14,3,4,80,2,10,3,3,9,8,0,8,False,True,False,False,False,False,False,False,True,False,9.033722518098907
19,No,Travel_Rarely,265,25,3,Life Sciences,1,1269,2,0,57,4,1,4,Single,2994.0,21221,1,Y,1,12,3,4,80,0,1,2,3,1,0,0,1,True,False,False,False,False,False,False,True,False,False,8.00469951054955
23,No,Travel_Rarely,373,1,2,Life Sciences,1,1270,4,1,47,3,1,3,Married,1382.46,16901,1,Y,0,22,4,4,80,1,1,2,3,1,0,0,1,True,False,False,False,False,False,False,True,False,False,7.23234288662976
25,Yes,Travel_Frequently,599,24,1,Life Sciences,1,1273,3,1,73,1,1,4,Single,1382.46,8040,1,Y,1,14,3,4,80,0,1,4,3,1,0,1,0,False,True,False,False,False,False,False,False,False,True,7.23234288662976
26,No,Travel_Rarely,583,4,2,Life Sciences,1,1275,3,1,53,3,1,4,Single,2875.0,9973,1,Y,1,20,4,2,80,0,8,2,2,8,5,2,2,True,False,False,False,False,False,False,True,False,False,7.964155718840937
45,Yes,Travel_Rarely,1449,2,3,Marketing,1,1277,1,0,94,1,5,2,Single,18824.0,2493,2,Y,1,16,3,1,80,0,26,2,3,24,10,1,11,False,True,False,False,True,False,False,False,False,False,9.842941052668094
55,No,Non-Travel,177,8,1,Medical,1,1278,4,1,37,2,4,2,Divorced,13577.0,25592,1,Y,1,15,3,4,80,1,34,3,3,31,9,15,0,True,False,False,False,False,False,False,False,False,False,9.516206114861593
21,Yes,Travel_Frequently,251,10,2,Life Sciences,1,1279,1,0,45,2,1,3,Single,2625.0,25308,1,Y,0,20,4,3,80,0,2,2,1,2,2,2,2,True,False,False,True,False,False,False,False,False,False,7.873217054862741
46,No,Travel_Rarely,168,4,2,Marketing,1,1280,4,0,33,2,5,2,Married,18789.0,9946,2,Y,0,14,3,3,80,1,26,2,3,11,4,0,8,False,True,False,False,True,False,False,False,False,False,9.84108009240751
34,No,Travel_Rarely,131,2,3,Marketing,1,1281,3,0,86,3,2,1,Single,4538.0,6039,0,Y,1,12,3,4,80,0,4,3,3,3,2,0,2,False,True,False,False,False,False,False,False,True,False,8.420462002456466
51,No,Travel_Frequently,237,9,3,Life Sciences,1,1282,4,1,83,3,5,2,Divorced,19626.31,19196,4,Y,1,24,4,1,80,1,31,5,2,29,10,11,10,False,True,False,False,True,False,False,False,False,False,9.884677242730053
59,No,Travel_Rarely,1429,18,4,Medical,1,1283,4,1,67,3,3,4,Single,10512.0,20002,6,Y,0,12,3,4,80,0,25,6,2,9,7,5,4,True,False,False,False,False,True,False,False,False,False,9.26036786557583
34,No,Travel_Frequently,135,19,3,Medical,1,1285,3,0,46,3,2,2,Divorced,4444.0,22534,4,Y,0,13,3,3,80,2,15,2,4,11,8,5,10,True,False,False,True,False,False,False,False,False,False,8.399535147948004
28,No,Travel_Frequently,791,1,4,Medical,1,1286,4,1,44,3,1,3,Single,2154.0,6842,0,Y,1,11,3,3,80,0,5,2,2,4,2,0,2,True,False,False,True,False,False,False,False,False,False,7.675546002537848
44,No,Travel_Rarely,1199,4,2,Life Sciences,1,1288,3,1,92,4,5,1,Divorced,19190.0,17477,1,Y,0,14,3,4,80,2,26,4,2,25,9,14,13,True,False,False,False,True,False,False,False,False,False,9.862196698118247
34,No,Travel_Frequently,648,11,3,Life Sciences,1,1289,3,1,56,2,2,2,Married,4490.0,21833,4,Y,0,11,3,4,80,2,14,5,4,10,9,1,8,False,False,True,False,False,False,False,False,False,False,8.409830673087738
35,No,Travel_Rarely,735,6,1,Life Sciences,1,1291,3,1,66,3,1,3,Married,3506.0,6020,0,Y,1,14,3,4,80,0,4,3,3,3,2,2,2,True,False,False,False,False,False,False,True,False,False,8.162516250140179
42,No,Travel_Rarely,603,7,4,Medical,1,1292,2,0,78,4,2,2,Married,2372.0,5628,6,Y,1,16,3,4,80,0,18,2,3,1,0,0,0,True,False,False,False,False,False,False,True,False,False,7.771910256435763
43,No,Travel_Rarely,531,4,4,Marketing,1,1293,4,0,56,2,3,4,Single,10231.0,20364,3,Y,0,14,3,4,80,0,23,3,4,21,7,15,17,False,True,False,False,False,False,False,False,True,False,9.23327534325868
